"","taxa","count"
"3981","Crassocephalum-type montuosum",27
"4175","Cyathea horrida",27
"4589","Dobera",27
"5001","Eriocoelum macrocarpum-type",27
"5039","Erythrophleum",27
"5921","Galiniera-type saxifraga",27
"6195","Guarea-type",27
"6235","Gymnosporia-type senegalensis",27
"6357","Helicoma",27
"6617","Hyoscyamus",27
"7784","Marcgraviaceae",27
"8007","Microstrobos",27
"8029","Mimosa (tetrad, small)",27
"8204","Moritzia cf. M. dasyantha",27
"8226","Mougeotia-type",27
"8321","Myristicaceae",27
"8563","Oenanthe fistulosa group",27
"8697","Ormocarpum",27
"8851","Parapiptadenia-type",27
"8941","Pediastrum clathratum-type",27
"9033","Peridiniaceae",27
"9041","Perisyncolporites pokornyi",27
"9652","Poaceae cf. Hordeum group",27
"9674","Podocarpus imbricatus",27
"9681","Podocarpus salignus",27
"9770","Polygonum cf. Persicaria senegalensis",27
"9805","Polylepis/Acaena-type",27
"9821","Polypodiaceae: Polypodium pellucidum-type",27
"9931","Polypodium pellucidum",27
"10156","Prunus spinosa-type",27
"10306","Pteridophyta (type II, monolete, verrucate)",27
"10618","Rhabditophora",27
"10676","Rhizophoraceae undiff.",27
"10877","Rubus idaeus",27
"10980","Rutaceae-type",27
"11113","Sanicula-type",27
"11544","Silene burchellii-type",27
"12152","Tabebuia-type",27
"12179","Tanacetum-type",27
"12256","Tetracarpaea tasmannica",27
"12289","Tetrazygia",27
"12531","Trichoscypha/Sclerocarya",27
"12556","Tricolporopollenites microreticulates",27
"12632","Triplochiton scleroxylon-type",27
"12647","Triticum undiff.",27
"12735","Uapaca nitida",27
"12885","Unknown (monolete, type 1)",27
"13053","Unknown (type 144)",27
"13123","Unknown (type 2, trilete)",27
"13226","Unknown (type 564)",27
"13327","Unknown (type S)",27
"13658","Weinmannia (type 2)",27
"208","Adina",26
"228","Aegiphila-type",26
"289","Ageratum-type",26
"361","Algae (spherical II)",26
"507","Alternanthera (type II)",26
"540","Amaranthus undiff.",26
"626","Andira",26
"645","Anemiaceae",26
"699","Angiospermae (periporate, Mauritius type 179, de Boer)",26
"728","Annonaceae undiff.",26
"1159","Asphodeline",26
"1244","Asteroideae (14 µm)",26
"1370","Avicennia (fine)",26
"1435","Banara/Xylosma",26
"1488","Belangera",26
"1560","Betula pubescens sensu lato",26
"1705","Borago officinalis",26
"1792","Brassicaceae/Lamiaceae",26
"1797","Bravaisia sp.",26
"2004","Calluna-type",26
"2029","Calycosia",26
"2072","Canarium schweinfurthii",26
"2096","Canthium subcordatum",26
"2165","Carlina-type",26
"2243","Cassine-type",26
"2329","Celosia-type (C. trigyna)",26
"2805","cf. Fabaceae",26
"2942","cf. Lycopodium",26
"3074","cf. Polygala",26
"3132","cf. Rhus",26
"3201","cf. Shepherdia",26
"3417","Chlorophora",26
"3456","Chuquiraga",26
"3744","Commelina benghalensis-type",26
"3748","Commelina-type (C. benghalensis)",26
"3751","Commelina-type forsskaolii",26
"3889","Cornus florida",26
"4091","Cunoniaceae/Elaeocarpaceae",26
"4199","Cyathula-type",26
"4580","Disphyma",26
"4602","Dodonaea triquetra",26
"4779","Elaeagia-type",26
"4859","Entophlyctis-type",26
"4873","Ephedra (simple folds)",26
"5109","Eudicotyledoneae (3-4 colporate, type 554, Kuhry 1988)",26
"5159","Eudicotyledoneae (tricolpate, type 152, Hooghiemstra 1984)",26
"5162","Eudicotyledoneae (tricolpate, very fine reticulate, 17 µm)",26
"5448","Fabaceae: Lotus-type",26
"5724","Fungi (type 118, HdV)",26
"5770","Fungi (type 30A, UAB)",26
"5917","Galiniera coffeoides",26
"6069","Gesneriaceae",26
"6086","Ginkgo",26
"6166","Gouania",26
"6276","Halimium-type",26
"6385","Helleborus viridis-type",26
"6386","Helleborus-type",26
"6491","Homogyne alpina",26
"6527","Humulus/Urtica",26
"6549","Huperzia undiff.",26
"6581","Hydrophyllaceae",26
"6594","Hymenocardia acida",26
"6650","Hypnum",26
"6820","Iva frutescens",26
"6852","Joosia",26
"6885","Juncus sp.",26
"6901","Juniperus excelsa",26
"6935","Kedrostis",26
"6971","Koenigia alaskana",26
"7065","Landolphia-type",26
"7133","Laurentia/Selenothamnus",26
"7156","Leea",26
"7351","Liriodendron tulipifera",26
"7360","Lithospermum officinale",26
"7412","Lonicera alpigena",26
"7420","Lonicera nigra",26
"7432","Lophira-type",26
"7602","Lysimachia nummularia",26
"7841","Mauritiidites franciscoi var. minutus",26
"8164","Monotropa",26
"8341","Myrsinoideae-type",26
"8392","Nassauvia-type",26
"8396","Nauclea-type",26
"8546","Ocimum",26
"8590","Olea welwitschii",26
"8639","Operculicarya",26
"8685","Oribatida (type 36B, HdV)",26
"8924","Pediastrum (type 1)",26
"8939","Pediastrum braunii",26
"9258","Pimpinella anisum-type",26
"9453","Plantago australis-type",26
"9520","Platanaceae",26
"9540","Plectritis",26
"9762","Polygonum aviculare group",26
"10014","Potamogeton/Sparganium",26
"10562","Rapateaceae",26
"10577","Reseda luteola-type",26
"10727","Ribes alpinum-type",26
"10766","Robinia",26
"10805","Rosaceae pro parte",26
"11478","Seriphium kilimandscharicum",26
"11521","Sida-type",26
"11537","Sigesbeckia orientalis",26
"11866","Sphaerostephanos",26
"11968","Steganotaenia-type",26
"12240","Tepualia stipularis",26
"12280","Tetraploa aristata (type 89, HdV)",26
"12500","Trichilia-type emetica",26
"12546","Tricolporopollenites cingulum",26
"12631","Triplochiton scleroxylon",26
"13206","Unknown (type 45)",26
"13262","Unknown (type 731, HdV)",26
"13417","Vaccinium comp.",26
"13572","Vicia sylvatica",26
"13603","Violaceae cf. Leonia",26
"13655","Weigela",26
"178","Adansonia digitata",25
"207","Adiantum/Dennstaedtia",25
"232","Aerva",25
"285","Agathis australis",25
"366","Algae (type 170, HdV)",25
"682","Angelica archangelica",25
"724","Annona sp.",25
"798","Anthriscus",25
"837","Anuraeopsis fissa",25
"993","Arecaceae (type 1)",25
"997","Arecaceae (type B)",25
"1129","Ascomorpha ovalis",25
"1270","Astragalus cf. A. alpinus",25
"1299","Astronium fraxinifolium",25
"1552","Betula nana subsp. exilis/B. fruticosa",25
"1695","Bonnetia",25
"1710","Borassus-type aethiopum",25
"1871","Buchanania",25
"1874","Buchnera",25
"2090","Canscora",25
"2122","Capsicum",25
"2324","Celosia argentea-type",25
"2397","Centaurea stoebe-type",25
"3063","cf. Plantago",25
"3077","cf. Polypodiaceae",25
"3162","cf. Sambucus",25
"3293","cf. Veratrum",25
"3430","Chrozophora brocchiana-type",25
"3949","Cosentinia",25
"4044","Crudia-type",25
"4079","Culcita",25
"4083","Culcita-type",25
"4123","Curatella americana (type 3)",25
"4374","Deinbollia",25
"4396","Dentella-type",25
"5114","Eudicotyledoneae (fenestrate)",25
"5328","Euphorbia hirta",25
"5570","Filipendula rubra",25
"5577","Filisphaera filifera",25
"5714","Fungi (type 1058, HdV)",25
"5813","Fungi (type 495, HdV)",25
"5868","Fungi (type 9, UAB)",25
"5875","Fungi (type A)",25
"5897","Gaeumannomyces cf. G. caricis (type 126, HdV)",25
"6026","Gentianella campestris",25
"6067","Geranium-type (reticulate)",25
"6259","Habibacysta tectata",25
"6334","Helianthemum canum-type",25
"6348","Helianthemum sp.",25
"6532","Huperzia dentata",25
"6560","Hybanthus",25
"6740","Inuleae",25
"7256","Ligusticum calderi-type",25
"7520","Lycopodiella contexta",25
"7836","Mauritia/Mauritiella-type",25
"7840","Mauritiidites franciscoi var. franciscoi",25
"7866","Melaleuca squarrosa-type",25
"8057","mimosoid clade (8-porate)",25
"8189","Moraceae-type",25
"8437","Nesogordonia",25
"8519","Nymphaea-type",25
"9428","Planchonia",25
"10056","Premna serratifolia-type",25
"10157","Prunus undiff.",25
"10480","Ranunculaceae (pericolpate)",25
"11020","Salacia-type",25
"11030","Salix arctica",25
"11038","Salix helvetica-type",25
"11054","Salix subserrata-type",25
"11130","Sapium (type 1)",25
"11356","Searsia natalensis",25
"11493","Sesbania-type",25
"11527","Sideroxylon",25
"11549","Silene dioica",25
"11710","Sorocea",25
"12070","Suaeda monoica-type",25
"12171","Tamarindus",25
"12193","Tapura guianensis (type 1)",25
"12369","Tilia amurensis",25
"12380","Tiliacora",25
"12439","Toxicodendron",25
"12482","Trema sp.",25
"12628","Triplaris",25
"12849","Unknown (large yellow sphere 60µm)",25
"12938","Unknown (subspinose)",25
"13403","Utricularia aurea comp.",25
"13694","Xanthium strumarium",25
"146","Aconitum napellus-type",24
"342","Alchornea cordifolia",24
"397","Alibertia edulis",24
"524","Amaranthaceae (12 µm)",24
"767","Anthoceros-type",24
"1008","Arecaceae cf. Oenocarpus",24
"1241","Asteraceae-type",24
"1437","Banisteriopsis",24
"1490","Bellendena montana",24
"1603","Billia",24
"1726","Bosmina longispina group",24
"1847","Bryonia",24
"2127","Carallia comp.",24
"2458","Cerastium-type (C. octandrum)",24
"2564","cf. Apiaceae",24
"2899","cf. Juglans",24
"3111","cf. Ranunculaceae",24
"3420","Chlorophytum-type",24
"3609","Cleome-type",24
"3661","Cocculus",24
"3663","Cocculus pendulus",24
"3735","Combretum paniculatum",24
"3863","Cordia/Hilsenbergia-type",24
"4099","Cuphea (type 1)",24
"4183","Cyathea-type (psilate)",24
"4287","Cystopteris bulbifera",24
"4424","Dianthus caryophyllus",24
"4732","Echinidinium transparantum",24
"4944","Erica ciliaris",24
"5014","Eriotheca",24
"5025","Eryngium (type 1)",24
"5086","Eucalyptus baxteri/Eucalyptus regnans",24
"5161","Eudicotyledoneae (tricolpate, type 8)",24
"5246","Eudicotyledoneae (tricolporate, reticulate, type II)",24
"5282","Eudicotyledoneae (tricolporate, type 550, Kuhry 1988, scabrate)",24
"5348","Euphorbiaceae (type 1)",24
"5463","Fabiana",24
"5513","Faidherbia albida",24
"5684","Fuchsia regia",24
"5766","Fungi (type 3, Helmens & Kuhry 1986)",24
"5847","Fungi (type 585, Kuhry 1988)",24
"5885","Fungi incertae sedis",24
"5934","Ganophyllum",24
"6338","Helianthemum cf. H. oelandicum",24
"6387","Heloniopsis",24
"6598","Hymenoclea",24
"6718","Indeterminable (reticulate)",24
"6730","Indigofera schimperi-type",24
"6757","Iodes",24
"6848","Jatropha",24
"6929","Justicia/Monechma",24
"6985","Kohautia-type caespitosa",24
"7292","Limonium cf. L. limbatum",24
"7661","Macrobiotus hufelandi",24
"7718","Mallotus/Tabernaemontana",24
"7757","Malvacipolloides sp.",24
"7765","Manihot",24
"8044","Mimosa pigra-type",24
"8106","Mitragyna stipulosa",24
"8118","Moehringia trinervia-type",24
"8548","Ocimum-type",24
"8845","Parahancornia sp.",24
"9095","Phacelia-type",24
"9179","Phyllanthus-type (P. amarus)",24
"9191","Phyllanthus-type reticulatus",24
"9218","Picea cf. P. omorika",24
"9391","Piperaceae-type",24
"9411","Pisum sativum",24
"9537","Plectranthus",24
"9665","Podocarpidites sp.",24
"9971","Populus nigra",24
"9981","Poranthera",24
"10235","Psilatriletes sp. (>25 µm)",24
"10278","Pteridaceae cf. Pteris",24
"10315","Pteris cretica",24
"10343","Pterolobium stellatum",24
"10483","Ranunculaceae (tricolpate) undiff.",24
"10659","Rhexia",24
"11005","Sagina nodosa",24
"11114","Sansevieria",24
"11197","Saxifraga hirsuta",24
"11571","Silene-type undiff.",24
"11713","Spananthe",24
"11945","Sprengelia incarnata",24
"11983","Stellaria nemorum",24
"12375","Tilia platyphyllos subsp. cordifolia",24
"12388","Tilioideae-type",24
"12425","Torilis nodosa",24
"12626","Trinia glauca-type",24
"12829","Unknown (D1-L1-7)",24
"13323","Unknown (type P3, Melief 1985)",24
"13381","Urticaceae-type undiff.",24
"13442","Valeriana (type 3)",24
"13566","Vicia cracca",24
"13644","Volkensinia prostrata",24
"209","Adina-type",23
"233","Aerva javanica",23
"338","Alchornea (type 3)",23
"440","Alnus (triporate)",23
"500","Alstonia-type",23
"638","Androsace elongata-type",23
"650","Anemone coronaria-type",23
"737","Anopterus glandulosus",23
"963","Arceuthobium pusillum",23
"1138","Ascomycota (type 259, IBB)",23
"1199","Astelia pumila",23
"1215","Asteraceae (non-lophate, echinate)",23
"1300","Astronium fraxinifolium (type 3)",23
"1350","Aulacodiscus argus",23
"1517","Berula erecta",23
"1869","Bryosporis problematicus",23
"1982","Calicotome",23
"2149","Carduoideae undiff.",23
"2219","Caryophyllaceae/Amaranthaceae",23
"2225","Casearia (type 1)",23
"2241","Cassine",23
"2460","Cerastium/Stellaria",23
"2509","Cestrum",23
"2554","cf. Androsace",23
"2617","cf. Blechnum",23
"2788","cf. Ephedra",23
"2993","cf. Myrsine (tricolpate)",23
"3060","cf. Pistacia",23
"3463","Cicatricosisporites sp.",23
"3580","Claytonia arctica",23
"3709","Colobanthus-type",23
"3764","Concavisporites",23
"3836","Coprosma/Pomax",23
"3990","Crassulaceae undiff.",23
"4105","Cuphea cf. C. urbaniana",23
"4254","Cyperaceae (corroded)",23
"4278","Cyphostemma-type (C. cyphopetalum)",23
"4282","Cyrtandra",23
"4289","Cystopteris fragilis-type",23
"4514","Dioicodendron",23
"4569","Diptera",23
"4920","Epilobium undiff.",23
"4934","Eremophila",23
"5717","Fungi (type 11, UAB)",23
"5983","Genista/Cytisus",23
"6271","Hakea lissosperma-type",23
"6300","Hardwickia binata",23
"6485","Holoptelea integrifolia",23
"6494","Hopea/Shorea",23
"6641","Hypericum pulchrum-type",23
"6663","Hypolepis/Asplenium-type",23
"6836","Jamesonia sensu sticto",23
"6997","Kunzea/Leptospermum",23
"7069","Lannea acida",23
"7071","Lannea/Rhus",23
"7101","Laserpitium prutenicum",23
"7158","Leea guineensis",23
"7195","Lepidothamnus",23
"7386","Lomandra",23
"7436","Lophostemon",23
"7466","Ludwigia palustris",23
"7705","Maianthemum-type",23
"8169","Monstera",23
"8288","Myricaceae (type 1)",23
"8302","Myriophyllum aquaticum",23
"8755","Ottelia-type",23
"8794","Paepalanthus",23
"9144","Phoenix cf. P. reclinata",23
"9397","Piptadeniastrum-type africanum",23
"9732","Polydora serratuloides",23
"9891","Polypodiophyta (trilete, psilate, exospore)",23
"9952","Polystichum sp.",23
"10135","Prunella vulgaris-type",23
"10172","Pseudobombax-type",23
"10178","Pseudolarix",23
"10205","Pseudospondias",23
"10264","Psydrax schimperiana-type",23
"10527","Ranunculus lanuginosus",23
"10575","Reseda lutea-type",23
"10810","Rosales cf. Moraceae/Urticaceae",23
"10945","Rumex patientia-type",23
"10946","Rumex sanguineus",23
"11049","Salix reticulata-type",23
"11223","Scabiosa columbaria",23
"11321","Scorodophloeus zenkeri-type",23
"11417","Selaginella reticulata",23
"11462","Senna multijuga",23
"11530","Sideroxylon-type",23
"11766","Spermatophyta (colpate, type 1)",23
"12133","Symplocos-type",23
"12181","Tanytarsini",23
"12239","Tepualia",23
"12301","Thalictrum cf. T. dasycarpum",23
"12322","Thecaphora-type",23
"12635","Triporopollenites",23
"12789","Unknown (ball, dark brown)",23
"13049","Unknown (type 1402, HdV)",23
"13168","Unknown (type 26)",23
"13190","Unknown (type 366, HdV)",23
"13199","Unknown (type 41, HdV)",23
"13708","Xylariaceae-type",23
"13790","Zygospores undiff.",23
"126","Achillea/Matricaria",22
"429","Allophylus-type",22
"591","Anacardiaceae (type 20)",22
"610","Anagallis arvensis",22
"652","Anemone hepatica",22
"668","Anemone sect. Pulsatilla-type",22
"689","Angelica sylvestris-type",22
"982","Ardisia-type",22
"995","Arecaceae (type 5)",22
"1005","Arecaceae cf. Desmoncus",22
"1043","Aristolochia clematitis",22
"1172","Aspidosperma-type",22
"1285","Astragalus/Oxytropis-type",22
"1485","Begonia-type",22
"1519","Berula-type",22
"1746","Botrychium virginianum",22
"1794","Brassicales cf. Brassicaceae",22
"2061","Campnosperma (thin)",22
"2064","Campsiandra",22
"2186","Carum",22
"2244","Cassinia arcuata-type/Calomeria-type",22
"2351","Celtis/Hymenocardia",22
"2778","cf. Dryopteris filix-mas",22
"3027","cf. Papaver",22
"3082","cf. Populus tremula",22
"3418","Chlorophyta undiff.",22
"3555","Cladium mariscoides",22
"3747","Commelina-type",22
"3955","Costus",22
"4013","Cristatella mucedo",22
"4106","Cuphea micrantha",22
"4327","Dalea-type",22
"4403","Descurainia sophia-type",22
"4460","Dicotyledoneae",22
"4490","Digitalis purpurea-type",22
"4512","Diodia",22
"4573","Dipterygium glaucum-type",22
"4650","Drepanocladus",22
"4805","Elaphoglossum/Asplenium-type",22
"4902","Ephedra strobilacea-type",22
"4965","Ericaceae (large, round)",22
"5005","Eriogonum heracleoides-type",22
"5061","Esenbeckia",22
"5087","Eucalyptus obliqua/Eucalyptus radiata",22
"5125","Eudicotyledoneae (tetracolpate) undiff.",22
"5592","Fleroya rubrostipulata-type",22
"5742","Fungi (type 173A, HdV)",22
"5771","Fungi (type 30B, UAB)",22
"5841","Fungi (type 577, Kuhry 1988)",22
"6010","Gentiana purpurea",22
"6029","Gentianella cf. G. gilioides",22
"6076","Geum/Potentilla",22
"6111","Glochidion/Phyllanthus",22
"6199","Guettarda",22
"6279","Halocarpus bidwillii/Halocarpus biformis",22
"6335","Helianthemum canum/H. oelandicum subsp. alpestris",22
"6423","Heuchera-type",22
"6447","Hieronyma undiff.",22
"6556","Hyalosphenia cf. H. elegans",22
"6572","Hydrocotyle hirta-type",22
"6791","Irvingiaceae undiff.",22
"6829","Jacaranda",22
"6944","Keratella quadrata",22
"6976","Koenigia ocreata",22
"6986","Kotschya",22
"6993","Kretzschmaria-type",22
"7092","Larix sp.",22
"7175","Lenzia-type",22
"7203","Lepisanthes-type senegalensis",22
"7317","Linnaea",22
"7380","Lobostemon",22
"7384","Loganiaceae/Salvadoraceae",22
"7393","Lomariocycas tabularis-type",22
"7573","Lycopsis",22
"7667","Madhuca",22
"7732","Malpighiaceae cf. Tetrapterys",22
"7847","Maytenus-type",22
"7865","Melaleuca squarrosa",22
"8105","Mitragyna ledermannii",22
"8108","Mitragyna-type",22
"8184","Moraceae (type 2)",22
"8547","Ocimum basilicum/Basilicum polystachyon",22
"8648","Operculodinium israelianum",22
"8680","Oreopteris limbosperma",22
"8757","Ouratea",22
"8815","Pandanus (type A)",22
"8873","Paronychia americana",22
"8903","Paullinia (reticulate)",22
"8930","Pediastrum angulosum var. asperum",22
"9008","Pentaclethra eetveldeana",22
"9170","Phyllanthus muellerianus-type",22
"9254","Pilularia-type",22
"9672","Podocarpus acutifolius",22
"9736","Polygala paniculata",22
"9764","Polygonum aviculare/Bistorta officinalis",22
"9907","Polypodiophyta (trilete, verrucate, Mauritius type 124, de Boer)",22
"9945","Polyscias-type",22
"10118","Protium undiff.",22
"10425","Quercus gambelii-type",22
"10533","Ranunculus oreophytus-type",22
"10887","Ruderal species",22
"10992","Sabicea-type",22
"11002","Sagina apetala-type",22
"11279","Schleichera oleosa",22
"11281","Schnella reflexa-type",22
"11453","Senecio-type (40 µm)",22
"11469","Senna-type italica",22
"11958","Stackhousia",22
"11992","Stenandrium",22
"12129","Symplocos peruviana",22
"12244","Terminalia carpentariae",22
"12303","Thalictrum confine-type",22
"12396","Timonius timon",22
"12478","Trema comp.",22
"12504","Trichocladium (type 572, HdV)",22
"12596","Triglochin maritima",22
"12768","Ulota",22
"12841","Unknown (hexacolpate)",22
"12843","Unknown (Hyaline quadrangular)",22
"12879","Unknown (monolete, scabrate/reticulate)",22
"12978","Unknown (trilete, sculptured, round)",22
"13213","Unknown (type 492, HdV)",22
"13236","Unknown (type 601, Kuhry 1984, Bryophyta?)",22
"13391","Urticalean Rosids (diporate, scabrate)",22
"13394","Urticalean Rosids (triporate, scabrate)",22
"13477","Valerianoideae undiff.",22
"13557","Viburnum tinus",22
"13668","Wettinia",22
"13700","Xeranthemum",22
"13730","Zanthoxylum (type II)",22
"380","Algae (type B)",21
"498","Alstonia",21
"603","Anacardium",21
"683","Angelica archangelica-type",21
"743","Antennaria-type",21
"1134","Ascomycota (type 108, OU)",21
"1431","Baltisphaeridium",21
"1730","Bosqueia-type",21
"1732","Boswellia",21
"1881","Bulbochaete",21
"2182","Carpodetus",21
"2226","Casearia (type 2)",21
"2477","Ceratopteris thalictroides",21
"2726","cf. Combretum",21
"2901","cf. Juncus",21
"2913","cf. Larix-type",21
"2938","cf. Lotus",21
"2994","cf. Myrsinoideae",21
"3143","cf. Rorippa",21
"3381","Chardinia",21
"3453","Chrysosplenium undiff.",21
"3507","Cirsium/Serratula-type",21
"3512","Cissampelos-type",21
"3594","Cleistocalyx",21
"3598","Clematis dioica",21
"3730","Combretum aculeatum",21
"3741","Comesperma",21
"3914","Corrigiola",21
"3986","Crassula-type",21
"4710","Drypetes sepiaria",21
"4712","Drypetes undiff.",21
"4918","Epilobium sp.",21
"4930","Equisetum undiff.",21
"5095","Eucalyptus undiff.",21
"5364","Euphorbiaceae-type (tricolporate, reticulate)",21
"5400","Fabaceae (pentacolporate)",21
"5430","Fabaceae (type VI)",21
"5669","Fraxinus syriaca",21
"5713","Fungi (type 104, OU)",21
"5729","Fungi (type 121, HdV)",21
"5826","Fungi (type 561, Kuhry 1988)",21
"5866","Fungi (type 8D, HdV)",21
"5955","Gaultheria ulei",21
"6099","Glaux maritima",21
"6123","Glyceria",21
"6441","Hieracium-type",21
"6518","Humiriaceae",21
"6606","Hymenophyllum falklandicum",21
"6868","Juglans-type",21
"6894","Juniperus (large)",21
"6918","Justicia comp.",21
"6958","Klaineanthus gaboniae",21
"7110","Lasiosphaeria-type",21
"7129","Laurelia novae-zelandiae",21
"7190","Lepidocaryum-type",21
"7348","Liquidambar orientalis",21
"7413","Lonicera caerulea",21
"7483","Lupinus-type",21
"7790","Margaritaria",21
"7798","Marila",21
"7953","Mesosphaerum-type pectinatum",21
"8047","Mimosa spp.",21
"8431","Nephrophyllidium crista-galli",21
"8549","Ocimum-type basilicum",21
"8612","Onagraceae cf. Epilobium",21
"8703","Ornithogalum umbellatum-type",21
"8768","Oxalis-type",21
"8896","Pastinaca sativa",21
"8932","Pediastrum argentinense",21
"9035","Peridinium ponticum",21
"9359","Pinus roxburghii-type",21
"9409","Pistia stratiotes",21
"9556","Pleurospermum-type",21
"9677","Podocarpus neriifolius",21
"9725","Polycarpon prostratum",21
"9780","Polygonum oxyspermum",21
"9839","Polypodiophyta (monolete, echinate, <50 µm)",21
"10759","Riella",21
"10813","Rosmarinus-type",21
"10871","Rubus cf. R. saxatilis",21
"11015","Sagittaria-type",21
"11134","Saponaria",21
"11152","Sarcopera",21
"11315","Scleronema-type",21
"11415","Selaginella marginata",21
"11427","Selaginella sp.",21
"11556","Silene nutans",21
"11639","Solanecio-type mannii",21
"11677","Sonneratia caseolaris",21
"11891","Spiniferites cruciformis (form B)",21
"11966","Staurogyne",21
"11991","Stemonurus",21
"12031","Strobilanthes comp.",21
"12436","Tovomita",21
"12464","Transeauina glyptosperma",21
"12716","Typha latifolia/T. angustifolia",21
"12951","Unknown (tricolporate, psilate, small)",21
"12980","Unknown (trilete, smoothly verrucate)",21
"13244","Unknown (type 66)",21
"13347","Unknwon (Valsiaria-type)",21
"13428","Vaccinium uliginosum-type",21
"13740","Zanthoxylum-type (Z. gilletii)",21
"128","Achomosphaera andalousiensis subsp. andalousiensis",20
"196","Adenostoma sparsifolium",20
"234","Aerva javanica-type",20
"424","Allocasuarina/Casuarina",20
"501","Alstonia-type (A. boonei)",20
"576","Amphisphaerella dispersella (type 310, HdV)",20
"794","Anthostomella",20
"846","Aphanes-type",20
"883","Apium nodiflorum",20
"910","Aquifoliaceae undiff.",20
"957","Arcella sp. (type 352, HdV)",20
"977","Arctous alpina",20
"998","Arecaceae (type C)",20
"1114","Arthropodium-type",20
"1329","Atractylis",20
"1452","Barleria",20
"1506","Berlandiera-type",20
"1619","Bistorta undiff.",20
"1839","Bruguiera exaristata-type",20
"1939","Byttneria-type",20
"2162","Carissa-type spinarum",20
"2308","Cedrus (degraded)",20
"2363","Centaurea cf. C. cyanus/montana-type",20
"2507","Ceroxylon-type",20
"2514","cf. Acanthaceae",20
"2761","cf. Dialium",20
"2791","cf. Equisetum",20
"2851","cf. Gymnocarpium",20
"3261","cf. Trapa natans",20
"3394","Chelidonium-type",20
"3500","Cirsium spinosissimum",20
"3658","Coccocypselum/Declieuxia",20
"3669","Cochlospermum",20
"3789","Conium maculatum-type",20
"3887","Cornus cf. C. sericea",20
"4108","Cupressaceae cf. Calocedrus",20
"4124","Curatella-type",20
"4171","Cyathea conjugata-type",20
"4180","Cyathea smithii-type",20
"4382","Delphinium elatum",20
"4439","Dichosciadium ranunculaceum",20
"4480","Didymopanax undiff.",20
"4518","Dioscoreaceae",20
"4571","Dipterocarpaceae undiff.",20
"4578","Discaria-type",20
"4617","Dombeya elliptica-type",20
"4874","Ephedra (smooth)",20
"5127","Eudicotyledoneae (tetracolporate, microreticulate)",20
"5128","Eudicotyledoneae (tetracolporate, reticulate, Mauritius type 171, de Boer)",20
"5243","Eudicotyledoneae (tricolporate, reticulate, spheroidal)",20
"5326","Euphorbia comp.",20
"5389","Exocarpos-type",20
"5414","Fabaceae (reticulate, type 1)",20
"5415","Fabaceae (reticulate, type I)",20
"5581","Fitzroya cupressoides-type",20
"5636","Frangula purshiana-type",20
"5719","Fungi (type 1109, UG)",20
"5727","Fungi (type 120, HdV)",20
"5778","Fungi (type 34B, UAB)",20
"5856","Fungi (type 73, HdV)",20
"5874","Fungi (type 99, HdV)",20
"5927","Galium sect. Relbunium",20
"5943","Gardenia imperialis",20
"6131","Gnaphalium supinum",20
"6174","Graptoleberis testudinaria",20
"6234","Gymnosporia senegalensis",20
"6320","Hedyotis",20
"6430","Hibbertia-type",20
"6662","Hypolepis/Asplenium",20
"6672","Hystrix (type A)",20
"6715","Indeterminable (immature)",20
"6773","Iridaceae-type",20
"6979","Koenigia tripterocarpa",20
"6987","Kotschya africana-type",20
"7215","Leptospermoidae",20
"7237","Leucocoryne",20
"7324","Linum bienne-type",20
"7399","Lomelosia argentea",20
"7772","Mansonia-type",20
"7936","Mercurialis cf. M. ovata",20
"7948","Mesangiospermae (dicolpate, reticulate longiaxe)",20
"8071","mimosoid clade (type III)",20
"8162","Monotes lutambensis",20
"8562","Oenanthe aquatica group",20
"8570","Olacaceae undiff.",20
"9014","Pentapharsodinium dalei (cyst)",20
"9245","Pilgerodendron",20
"9259","Pimpinella major",20
"9326","Pinus halepensis/P. pinea",20
"9388","Pinus/Podocarpus",20
"9479","Plantago major subsp. intermedia",20
"9613","Poaceae (Cerealia-type) cf. Avena/Triticum group",20
"9678","Podocarpus nivalis",20
"9701","Polemoniaceae (large)",20
"9729","Polycnemum",20
"9778","Polygonum indeterminata",20
"10066","Primula farinosa",20
"10103","Proteaceae cf. Hakea",20
"10162","Prunus/Amelanchier",20
"10370","Pupalia-type lappacea",20
"10418","Quercus coccifera-type (crumpled)",20
"10515","Ranunculus circinatus",20
"10564","Raphia vinifera",20
"10717","Rhynchosia-type",20
"10892","Rugubivesiculites",20
"10972","Ruscus",20
"11105","Sanguisorba stipulata",20
"11524","Sideritis",20
"11669","Sonchus cf. S. kirkii",20
"11830","Spermatophyta indet. (type 50)",20
"11863","Sphaeralcea-type",20
"12363","Tidestromia-type",20
"12454","Trachyphyllum",20
"12828","Unknown (D1-L1-4)",20
"12863","Unknown (monolete, large)",20
"12881","Unknown (monolete, small)",20
"12981","Unknown (trilete, spinose)",20
"13159","Unknown (type 25, UAB)",20
"13307","Unknown (type GE-5)",20
"13427","Vaccinium uliginosum",20
"13447","Valeriana cf. V. officinalis",20
"13479","Vallea-type",20
"13661","Weinmannia/Sloanea-type",20
"13780","Zygnema-type (type 58, HdV)",20
"22","Abutilon-type",19
"89","Acer (rugulate)",19
"331","Alchemilla pentaphyllea",19
"373","Algae (type 3)",19
"391","Algae? (type 35, HdV)",19
"499","Alstonia boonei",19
"970","Arctium lappa-type",19
