"","taxa","count"
"1140","Ascomycota (type 35, OU)",19
"1147","Asparagaceae",19
"1387","Azorella selago",19
"1439","Banksia aemula",19
"1528","Betula (corroded)",19
"1584","Betulaceae/Myricaceae undiff.",19
"1709","Borassus-type (B. aethiopum)",19
"1743","Botrychium simplex",19
"1787","Brassicaceae cf. Cochlearia",19
"1870","Bryozoa",19
"2042","Camellia",19
"2112","Capparis tomentosa-type",19
"2155","Carex austrocompacta",19
"2327","Celosia trigyna-type",19
"2362","Centaurea cf. C. cyanus-type",19
"2453","Cerastium octandrum",19
"2482","Cercidiphyllum",19
"2493","Cercophora sp. (type 112C, HdV)",19
"2603","cf. Balbisia",19
"2611","cf. Betula",19
"2637","cf. Bursera",19
"2720","cf. Cleome",19
"2809","cf. Fabaceae undiff.",19
"2855","cf. Hedysarum",19
"3086","cf. Potamogeton",19
"3172","cf. Sarcobatus vermiculatus",19
"3195","cf. Sedum-type",19
"3639","Clusia-type",19
"3698","Colignonia-type",19
"3745","Commelina forskaolii",19
"3804","Consolida",19
"3945","Corymbia intermedia",19
"4154","Cyathea (rugulate)",19
"4232","Cylicomorpha",19
"4241","Cynoglossum-type",19
"4264","Cyperaceae cf. Lepidosperma",19
"4292","Cystopteris undiff.",19
"4294","Cytinus",19
"4432","Diatoma",19
"4433","Dicellaesporites",19
"4737","Echinodorus sp.",19
"4746","Echiperiporites estelae",19
"4771","Eichhornia (small)",19
"4880","Ephedra cf. E. fragilis",19
"4914","Epicoccum purpurascens (HdV-1011)",19
"5041","Erythroxylaceae",19
"5063","Euastrum ansatum (type 984, HdV)",19
"5064","Euastrum bidentatum (type 985, HdV)",19
"5236","Eudicotyledoneae (tricolporate, reticulate, Mauritius type 350, de Boer)",19
"5323","Euphorbia cf. E. papillosa",19
"5355","Euphorbiaceae cf. Chamaesyce",19
"5472","Faboideae (type A)",19
"5838","Fungi (type 574, Kuhry 1988)",19
"5851","Fungi (type 65-HdV/type 123-HdV)",19
"5914","Galeopsis/Ballota group",19
"5999","Gentiana himalayensis-type",19
"6168","Grammitidoideae",19
"6200","Guettarda combsii",19
"6470","Hiptage comp.",19
"6477","Hoheria",19
"6564","Hydrangeaceae",19
"6611","Hymenophyllum-type",19
"6724","Indeterminable (type D)",19
"6855","Juglandaceae undiff.",19
"6924","Justicia-type (J. flava)",19
"7030","Lagerstroemia parviflora",19
"7298","Limosella",19
"7335","Linum sp.",19
"7376","Lobelia-type",19
"7496","Lycopodiaceae (rugulate)",19
"7669","Maerua crassifolia",19
"7735","Malus",19
"7808","Marsilea aegyptiaca",19
"8221","Mougeotia sp. (type 313C, HdV)",19
"8241","Musanga/Myrianthus",19
"8346","Myrtaceae (type 12)",19
"8359","Myrtaceae (type C)",19
"8551","Ocotea-type",19
"8717","Oryza-type",19
"8919","Pavonia",19
"8963","Pediastrum-type",19
"9062","Persicaria maculosa group",19
"9111","Phegopteris connectilis-type",19
"9160","Phyllanthaceae",19
"9171","Phyllanthus niruri-type",19
"9186","Phyllanthus-type amarus",19
"9187","Phyllanthus-type fraternus",19
"9731","Polycnemum/Paronychia-type",19
"9809","Polypodiaceae (type B)",19
"9875","Polypodiophyta (trilete, echinate, type-II)",19
"9897","Polypodiophyta (trilete, scabrate, type I)",19
"9984","Porifera (type 220, HdV)",19
"10239","Psilatriletes vulgaris",19
"10489","Ranunculaceae cf. Thalictrum",19
"10674","Rhizophora-type",19
"10760","Rinorea",19
"10891","Ruellia-type",19
"11048","Salix reticulata",19
"11133","Sapium-type",19
"11232","Scaevola",19
"11384","Sedum acre-type",19
"11429","Selaginella uliginosa",19
"11436","Selaginellaceae (type 4)",19
"11895","Spiniferites mirabilis",19
"11918","Spirotheca",19
"11937","Sporites",19
"12642","Tristerix",19
"12776","Uncaria-type (U. africana)",19
"12859","Unknown (monolete, areolate)",19
"13088","Unknown (type 173)",19
"13160","Unknown (type 25)",19
"13281","Unknown (type 91, HdV)",19
"13312","Unknown (type III)",19
"13352","Urera-type",19
"13434","Vahlia somalensis-type",19
"13503","Vepris-type nobilis",19
"13583","Vigna-type",19
"13599","Viola tricolor-type",19
"13743","Zanthoxylum-type chalybeum",19
"13788","Zygophyllaceae undiff.",19
"38","Acacia mellifera (smooth)",18
"62","Acalypha (type 2)",18
"108","Acer pseudoplatanus",18
"195","Adenostoma fasciculatum",18
"344","Alchornea latifolia",18
"362","Algae (spherical III)",18
"381","Algae (type C)",18
"427","Allophylus africanus",18
"620","Anarthrophyllum-type",18
"779","Anthocleista vogelii",18
"801","Anthriscus cerefolium",18
"812","Anthurium/Carludovica",18
"908","Apuleia-type",18
"1059","Armeria undiff.",18
"1081","Artemisia (type B)",18
"1224","Asteraceae aff. Ambrosia",18
"1230","Asteraceae cf. Ambrosia",18
"1294","Astrocaryum aculeatum",18
"1302","Astronium-type",18
"1422","Balbisia-type",18
"1459","Basella alba-type",18
"1462","Basilicum polystachyon/Hoslundia opposita",18
"1481","Bedfordia-type",18
"1904","Burnatia enneandra",18
"1929","Byrsonima (type 1)",18
"2011","Calorophus",18
"2277","Catha-type",18
"2322","Celosia",18
"2361","Centaurea cf. C. cyanus",18
"2496","Cercophora-type (type 1013, HdV)",18
"2547","cf. Amperea",18
"3400","Chenopodium album-type",18
"3419","Chlorophytum",18
"3529","Cistus cf. C. incanus",18
"3862","Cordia/Bourreria-type",18
"3968","Coula-type",18
"4131","Cuscuta salina",18
"4179","Cyathea robertsiana",18
"4344","Daphnia sp.",18
"4351","Dasyphyllum",18
"4378","Delonix",18
"4454","Dicksoniaceae",18
"4478","Didymopanax (type II)",18
"4640","Draba-type",18
"4660","Drosera arcturi",18
"4781","Elaeagnaceae undiff.",18
"4801","Elaeophorbia-type drupifera",18
"4840","Endopleura",18
"4955","Erica terminalis",18
"4970","Ericaceae (scabrate, 40-50 µm)",18
"5072","Eucalyptus (type 13)",18
"5154","Eudicotyledoneae (tricolpate, scabrate, Quercus-type)",18
"5271","Eudicotyledoneae (tricolporate, triangular, Dilenia?)",18
"5403","Fabaceae (psilate, medium)",18
"5484","Faboideae cf. Crotalaria",18
"5586","Flabellariopsis acuminata",18
"5728","Fungi (type 120, OU)",18
"5740","Fungi (type 17, UAB)",18
"5749","Fungi (type 19, HdV)",18
"5755","Fungi (type 204, HdV)",18
"5775","Fungi (type 324, HdV)",18
"6079","Gilbertiodendron-type",18
"6205","Guioa",18
"6219","Gustavia-type",18
"6376","Heliotropium strigosum-type",18
"6681","Ilex aquifolium-type",18
"6769","Iridaceae (reticulate)",18
"6872","Julbernardia seretii-type",18
"7108","Lasiosphaeria sp.",18
"7165","Leitneria floridana",18
"7236","Leucheria-type",18
"7282","Lilium-type",18
"7365","Litsea",18
"7452","Lotus arabicus-type",18
"7632","Mabea (type 1)",18
"7792","Margaritaria discoidea-type",18
"7800","Maripa",18
"7980","Micranthes hieraciifolia-type",18
"8010","Microthyrium microscopicum",18
"8205","Moritzia dasyantha",18
"8315","Myriophyllum verrucosum",18
"8395","Nauclea latifolia",18
"8398","Navarretia",18
"8818","Pandanus candelabrum",18
"8895","Passifloraceae",18
"8901","Paullinia (25 µm)",18
"8940","Pediastrum cf. P. angulosum",18
"8983","Pediomelum-type",18
"9004","Penstemon",18
"9034","Peridinium",18
"9038","Peristrophe",18
"9065","Persicaria nepalensis-type",18
"9139","Phlox pilosa",18
"9196","Phymatodes billardieri",18
"9522","Platanus × acerifolia",18
"9627","Poaceae (degraded)",18
"9851","Polypodiophyta (monolete, psilate, type 1)",18
"9928","Polypodium cf. P. vulgare",18
"10083","Priva-type",18
"10279","Pteridaceae undiff.",18
"10312","Pteris berteroana",18
"10352","Pterospermum",18
"10501","Ranunculus acris-type undiff.",18
"10666","Rhipsalis",18
"10821","Roupala-type",18
"10944","Rumex patientia var. kurdicus",18
"11000","Sacoglottis gabonensis",18
"11340","Scrophulariaceae (tricolpate)",18
"11481","Serjania (type D)",18
"11496","Seseli libanotis-type",18
"11515","Sibbaldia",18
"11517","Sicydium",18
"11545","Silene cf. S. acaulis",18
"11573","Silene/Uebelinia-type",18
"11588","Simmondsia",18
"11721","Sparganium cf. S. natans",18
"11843","Spermatophyta undiff. (Andean trees)",18
"11985","Stellaria undiff.",18
"12088","Swertia-type (S. kilimandscharica)",18
"12173","Tamarindus-type (T. indica)",18
"12231","Telephium",18
"12233","Telopea truncata",18
"12312","Thalictrum venulosum-type",18
"12495","Trichilia (type 1)",18
"12658","Trollius europaeus-type",18
"12734","Uapaca mole-type",18
"12775","Uncaria africana",18
"12814","Unknown (cf. spore, type S)",18
"12858","Unknown (monolete, 55 µm)",18
"12983","Unknown (trilete, triangular, psilate, 25-35 µm)",18
"13019","Unknown (type 118)",18
"13150","Unknown (type 23)",18
"13172","Unknown (type 28)",18
"13289","Unknown (type 988, HdV)",18
"13306","Unknown (type G)",18
"13504","Vepris-type trichocarpa",18
"13522","Vernonia schimperi",18
"13550","Viburnum lentago-type",18
"13616","Viscum album sensu lato",18
"13751","Zea mays (type 548, Kuhry 1988)",18
"13757","Zieria",18
"76","Acanthaceae (tricolporate)",17
"183","Adenia lobata-type",17
"245","Aeschynomene-type",17
"334","Alchemilla/Aphanes",17
"375","Algae (type 4)",17
"446","Alnus cf. A. viridis subsp. crispa",17
"543","Amaryllis",17
"578","Amphitrema (type 31, HdV)",17
"732","Anogeissus-type (A. leiocarpa)",17
"780","Anthocleista vogelii-type",17
"895","Apocynaceae-type undiff.",17
"903","Aporrhiza",17
"1105","Artemisia tilesii",17
"1209","Asteraceae (fenestrate)",17
"1231","Asteraceae cf. Cirsium",17
"1253","Asteroideae (type 1)",17
"1295","Astrocaryum-type",17
"1396","Backhousia myrtifolia",17
"1415","Balanites aegyptiaca-type",17
"1500","Berberis vulgaris",17
"1653","Blighia-type (B. unijugata)",17
"1946","Cactaceae-type",17
"2101","Caperonia-type",17
"2160","Carissa",17
"2341","Celtis iguanaea",17
"2394","Centaurea sp.",17
"2476","Ceratopteris cornuta",17
"2489","Cercophora sp.",17
"2640","cf. Cadaba",17
"2675","cf. Cathaya",17
"2696","cf. Ceratophyllum",17
"2879","cf. Humulus",17
"3145","cf. Rosaceae",17
"3165","cf. Sambucus racemosa",17
"3631","Closterium cf. C. rostratum",17
"3711","Colocasia esculenta",17
"3859","Cordia platythyrsa-type",17
"3970","Coursetia-type",17
"4006","Crescentia",17
"4021","Crossopteryx",17
"4117","Cupressus lusitanica",17
"4339","Daphne laureola",17
"4342","Daphne-type",17
"4486","Difflugia",17
"4499","Dinizia",17
"4632","Dorycnium",17
"4682","Dryopteridaceae/Polypodiaceae",17
"4749","Echipollenites sp.",17
"5251","Eudicotyledoneae (tricolporate, scabrate, Mauritius type 180, de Boer)",17
"5314","Eupatorium perfoliatum",17
"5345","Euphorbiaceae (Mauritius type 172, de Boer)",17
"5379","Evodiella",17
"5402","Fabaceae (psilate, large)",17
"5409","Fabaceae (psilate, type II)",17
"5443","Fabaceae indet.",17
"5555","Ficus (type 2)",17
"5561","Filago",17
"5678","Fritillaria camschatcensis",17
"5710","Fungi (type 10, UAB)",17
"5712","Fungi (type 101, OU)",17
"5739","Fungi (type 17, HdV)",17
"5743","Fungi (type 174, HdV)",17
"5748","Fungi (type 18B, UAB)",17
"5986","Genisteae-type",17
"6115","Glomeromycota (vesicular-arbuscular mycorrhiza)",17
"6245","Gypsophila fastigiata/G. repens",17
"6247","Gypsophila repens",17
"6267","Haematoxylum campechianum",17
"6303","Harungana madagascariensis",17
"6314","Hedera-type",17
"6448","Hieronyma-type",17
"6449","Hildebrandtia",17
"6492","Homogyne-type",17
"6750","Invertebrata? (type 187, HdV)",17
"6755","Invertebrate? (type 178, HdV)",17
"6799","Isoëtes (<20 µm)",17
"6947","Khaya-type",17
"7214","Leptosiphon",17
"7233","Leucanthemum vulgare-type",17
"7245","Leucosidea",17
"7431","Lophira lanceolata-type",17
"7539","Lycopodium cf. L. clavatum (tetrad)",17
"7557","Lycopodium paniculatum",17
"7590","Lygodium volubile",17
"7655","Maclura pomifera-type",17
"7807","Marsilea",17
"8028","Mimosa (tetrad-type)",17
"8060","mimosoid clade (polyad, type 8)",17
"8294","Myricaria germanica-type",17
"8333","Myrsine (tricolporate)",17
"8352","Myrtaceae (type 40)",17
"8430","Nephrolepis-type",17
"8434","Nerium oleander",17
"8641","Operculodinium",17
"8643","Operculodinium centrocarpum sensu Wall & Dale 1966",17
"8748","Ostrya/Corylus-type",17
"9037","Periplocoideae",17
"9049","Persicaria attenuata subsp. africana-type",17
"9099","Phaeoceros laevis-type",17
"9124","Phlebodium",17
"9207","Phytolacca",17
"9257","Pimpinella anisum",17
"9458","Plantago cf. P. coronopus",17
"9495","Plantago media/P. montana",17
"9690","Podospora sp./Zopfiella sp. (type 466, HdV)",17
"9798","Polygonum-type",17
"10044","Pourouma/Sorocea/Maclura",17
"10394","Qualea paraensis",17
"10476","Randia",17
"10543","Ranunculus sceleratus/R. repens",17
"11107","Sanguisorba/Poterium",17
"11119","Santiria-type",17
"11283","Schoenoplectus lacustris subsp. lacustris-type",17
"11363","Sebastiania brasiliensis",17
"11421","Selaginella selaginoides (tetrad)",17
"11490","Sesbania rostrata",17
"11535","Sieversia-type",17
"11600","Sisymbrium",17
"11629","Solanaceae (type 2)",17
"11637","Solanecio mannii-type",17
"11666","Solidago/Saussurea",17
"11682","Sophora-type",17
"11919","Spirulina",17
"12002","Sterculia",17
"12027","Striga",17
"12094","Symmeria paniculata",17
"12176","Tamarix senegalensis",17
"12306","Thalictrum flavum",17
"12476","Trema (type 2)",17
"12729","Uapaca guineensis-type",17
"12764","Ulmus sp.",17
"12893","Unknown (monolete, verrucate, >50 µm)",17
"13026","Unknown (type 123)",17
"13319","Unknown (type O, psilate, Melief 1985)",17
"13488","Vangueria-type madagascariensis",17
"13497","Vepris",17
"13543","Viburnum alnifolium",17
"13741","Zanthoxylum-type (Z. usambarense)",17
"88","Acer (reticulate)",16
"306","Aidia",16
"503","Alstroemeria",16
"579","Amphitrema sp.",16
"693","Angiopteris",16
"713","Aniseia",16
"753","Anthericum liliago",16
"766","Anthoceros punctatus-type",16
"956","Arcella sp.",16
"1094","Artemisia ludoviciana",16
"1225","Asteraceae aff. Baccharis",16
"1229","Asteraceae aff. Senecio",16
"1301","Astronium fraxinifolium (type 5)",16
"1416","Balanites rotudinfolia-type",16
"1427","Ballota group",16
"1433","Banara",16
"1521","Beta vulgaris-type",16
"1571","Betula sp.",16
"1601","Billardiera",16
"1691","Bombax undiff.",16
"1765","Brachycome-type",16
"1793","Brassicaceae/Olea",16
"1823","Bromus hordeaceus-type",16
"1878","Buglossoides arvensis",16
"1959","Caesalpinioideae (26 µm)",16
"2006","Calochlaena",16
"2049","Campanula rapunculoides",16
"2146","Cardueae undiff.",16
"2150","Carduoideae-type",16
"2188","Carum carvi-type",16
"2229","Casearia cf. C. sylvestris",16
"2242","Cassine orientalis",16
"2287","Caucanthus-type",16
"2292","Cayaponia-type",16
"2377","Centaurea jacea/C. scabiosa",16
"2461","Cerastium/Stellaria-type",16
"2522","cf. Actinopeltis (type 8C, HdV)",16
"2561","cf. Anthurium",16
"2629","cf. Brassicaceae",16
"2656","cf. Capsella",16
"2664","cf. Carpinus-type",16
"2911","cf. Lamium",16
"3003","cf. Nyssa",16
"3090","cf. Pouteria",16
"3163","cf. Sambucus nigra",16
"3273","cf. Tristerix",16
"3316","cf. Woodsia",16
"3414","Chlamydomonas sp.",16
"3444","Chrysophyllum bangweolense-type",16
"3538","Cistus populifolius",16
"3701","Colletia",16
"4023","Crossopteryx-type",16
"4045","Crudia-type (C. zenkeri)",16
"4128","Cuscuta europaea",16
"4276","Cyphostemma mappia",16
"4350","Dasylirion",16
"4364","Davallia/Microsorium",16
"4475","Didierea",16
"4477","Didymopanax (excluding Schefflera)",16
"4513","Diodia-type",16
"4515","Dioscorea",16
"4832","Empetrum/Rhododendron subsect. Ledum",16
"4837","Encelia-type",16
"4883","Ephedra chilensis",16
"4913","Epicoccum purpurascens",16
"5008","Eriophorum",16
"5126","Eudicotyledoneae (tetracolporate, echinate)",16
"5145","Eudicotyledoneae (tricolpate, psilate, 15 µm)",16
"5195","Eudicotyledoneae (tricolporate, microreticulate, type III)",16
"5219","Eudicotyledoneae (tricolporate, reticulate, Mauritius type 151b, de Boer)",16
"5274","Eudicotyledoneae (tricolporate, type 1)",16
"5419","Fabaceae (scabrate)",16
"5440","Fabaceae cf. Swainsona",16
"5479","Faboideae (type H)",16
"5635","Frangula azorica",16
"6394","Hemionitis (type I)",16
"6411","Herniaria",16
"6870","Julbernardia",16
"6999","Laboratory analyses",16
"7044","Lamiaceae (small)",16
"7061","Lamourouxia",16
"7079","Lapageria",16
"7124","Launaea taraxacifolia",16
"7187","Lepidaploa",16
"7234","Leucas",16
"7321","Linum alpinum-type",16
"7344","Liparophyllum/Ornduffia",16
"7424","Lonicera undiff.",16
"7428","Lonicera/Symphoricarpos",16
"7546","Lycopodium deuterodensum",16
"7832","Mauritia carana",16
"7875","Melastomataceae (>25 µm)",16
"7918","Menonvillea-type",16
"7987","Micrantheum",16
"8048","Mimosa taimbensis",16
"8123","Moltkia",16
"8320","Myristica",16
"8438","Nestegis",16
"8479","Nothofagus moorei",16
"8483","Nothofagus subgen. Brassospora",16
"8653","Ophioglossum californicum",16
"8715","Oryctanthus",16
"8738","Ostracoda (mandible 8b)",16
"9228","Picea omorika-type",16
"9580","Poaceae (<30 µm)",16
"9687","Podococcus barteri",16
"9738","Polygala vulgaris-type",16
"9827","Polypodiales (trilete, very fine reticulate, cf. Pteris)",16
"10366","Punica granatum",16
"10421","Quercus dentata",16
"10440","Quercus pubescens/Q. cerris-type",16
"10510","Ranunculus biternatus",16
"10820","Roupala sp.",16
"10832","Rubiaceae (type 1)",16
"10886","Rubus-type undiff.",16
"10888","Rudgea-type",16
"10890","Ruellia",16
"11046","Salix polaris",16
"11092","Samolus valerandi",16
"11144","Sapotaceae cf. Chrysophyllum",16
"11268","Schizaea elegans",16
"11274","Schizeilema fragosea",16
"11324","Scorzonera humilis-type",16
"11336","Scrophularia/Verbascum/Digitalis",16
"11388","Sedum sp.",16
"11405","Selaginella cf. S. sibirica",16
"11437","Selago-type",16
"11595","Siparuna-type",16
"11735","Spathiphyllum",16
"11892","Spiniferites cruciformis (form C)",16
"11905","Spirogyra (type 10, LOP-NAU)",16
"12009","Stereospermum",16
"12103","Symphoricarpos-type",16
"12155","Tabernaemontana-type",16
"12207","Tarenna",16
"12274","Tetraena simplex-type",16
"12354","Thymelaeaceae cf. Pimelea",16
"12355","Thymelaeaceae undiff.",16
"12365","Tieghemopanax",16
"12400","Tinospora bakis",16
"12503","Trichocladium",16
"12617","Triletes (scabrate)",16
"12678","Tuberculodinium vancampoae",16
"12714","Typha latifolia undiff.",16
"12871","Unknown (monolete, psilate, 25-35 µm)",16
"13012","Unknown (type 110)",16
"13044","Unknown (type 139)",16
"13065","Unknown (type 153)",16
"13084","Unknown (type 17)",16
"13219","Unknown (type 519, HdV)",16
"13250","Unknown (type 7, Barrow)",16
"13284","Unknown (type 93)",16
"13365","Urtica dioica group",16
"13610","Virola-type",16
"13645","Volvocaceae",16
"13749","Zea mays (>75 µm)",16
"13758","Zigadenus",16
"238","Aerva-type (A. javanica)",15
"497","Alsophila-type",15
"529","Amaranthaceae (type A)",15
"583","Amyema",15
"648","Anemone canadensis-type",15
"733","Anogramma",15
"799","Anthriscus caucalis",15
"860","Apiaceae (type 1)",15
"864","Apiaceae (type I)",15
"921","Araceae (type I)",15
"922","Araceae (type II)",15
"1124","Ascaris",15
"1142","Ascomycota (type 5, OU)",15
"1348","Attalea-type",15
"1443","Banksia robur",15
"1583","Betulaceae-type",15
"1644","Blepharandra",15
"1650","Blighia sapida-type",15
"1693","Bongardia",15
"1814","Bromelia",15
"1818","Bromeliaceae (type I)",15
"1862","Bryophyta (type 599, Kuhry 1988)",15
